species,location,habitat,id,bagging,rinsing,bagging.date,bagging.hour,collection.date,collection.hour,year,temp,hum,plant.no,flower.no,flower.age,flower.sex,sugar in micrograms/flower/24h,sugarmax in micrograms/flower/24h
Chamerion angustifolium,troopers hill,dwarf shrub heath,2011-Chamerion angustifolium-troopers hill-bag-12,bag,N,18/07/2011,12:00,19/07/2011,10:00,2011,24,68,1,12,m,h,1094.41727,1094.41727
Chamerion angustifolium,troopers hill,dwarf shrub heath,2011-Chamerion angustifolium-troopers hill-bag-13,bag,N,18/07/2011,12:00,19/07/2011,10:00,2011,24,68,1,13,y,h,1203.421403,1203.421403
Chamerion angustifolium,troopers hill,dwarf shrub heath,2011-Chamerion angustifolium-troopers hill-bag-14,bag,N,18/07/2011,12:00,19/07/2011,10:00,2011,24,68,2,14,m,h,2128.806581,2128.806581
Chamerion angustifolium,troopers hill,dwarf shrub heath,2011-Chamerion angustifolium-troopers hill-bag-15,bag,N,18/07/2011,12:00,19/07/2011,10:00,2011,24,68,2,15,m,h,2124.504073,2124.504073
Chamerion angustifolium,troopers hill,dwarf shrub heath,2011-Chamerion angustifolium-troopers hill-bag-16,bag,N,18/07/2011,12:00,19/07/2011,10:00,2011,24,68,3,16,o,h,841.592815,841.592815
Chamerion angustifolium,troopers hill,dwarf shrub heath,2011-Chamerion angustifolium-troopers hill-bag-17,bag,N,18/07/2011,12:00,19/07/2011,10:00,2011,24,68,3,17,m,h,795.7156249,795.7156249
Chamerion angustifolium,troopers hill,dwarf shrub heath,2011-Chamerion angustifolium-troopers hill-bag-18,bag,N,18/07/2011,12:00,19/07/2011,10:00,2011,24,68,4,18,o,h,786.8524558,786.8524558
Chamerion angustifolium,troopers hill,dwarf shrub heath,2011-Chamerion angustifolium-troopers hill-bag-19,bag,N,18/07/2011,12:00,19/07/2011,10:00,2011,24,68,4,19,m,h,423.6036377,423.6036377
Chamerion angustifolium,troopers hill,dwarf shrub heath,2011-Chamerion angustifolium-troopers hill-bag-20,bag,N,18/07/2011,12:00,19/07/2011,10:00,2011,24,68,5,20,m,h,637.7602202,637.7602202
Chamerion angustifolium,troopers hill,dwarf shrub heath,2011-Chamerion angustifolium-troopers hill-bag-21,bag,N,18/07/2011,12:00,19/07/2011,10:00,2011,24,68,5,21,y,h,607.4075908,607.4075908
Chamerion angustifolium,troopers hill,grassland-carpark,2011-Chamerion angustifolium-troopers hill-unbagged-23,unbagged,N,NA,NA,19/07/2011,10:30,2011,24,68,1,23,m,h,8.91701825,8.91701825
Chamerion angustifolium,troopers hill,grassland-carpark,2011-Chamerion angustifolium-troopers hill-unbagged-24,unbagged,N,NA,NA,19/07/2011,10:30,2011,24,68,1,24,m,h,72.09892378,72.09892378
Chamerion angustifolium,troopers hill,grassland-carpark,2011-Chamerion angustifolium-troopers hill-unbagged-25,unbagged,N,NA,NA,19/07/2011,10:30,2011,24,68,2,25,y,h,0,0
Chamerion angustifolium,troopers hill,grassland-carpark,2011-Chamerion angustifolium-troopers hill-unbagged-26,unbagged,N,NA,NA,19/07/2011,10:30,2011,24,68,2,26,m,h,0,0
Chamerion angustifolium,troopers hill,grassland-carpark,2011-Chamerion angustifolium-troopers hill-unbagged-27,unbagged,N,NA,NA,19/07/2011,10:30,2011,24,68,3,27,o,h,0,0
Chamerion angustifolium,troopers hill,grassland-carpark,2011-Chamerion angustifolium-troopers hill-unbagged-28,unbagged,N,NA,NA,19/07/2011,10:30,2011,24,68,3,28,o,h,0,0
Chamerion angustifolium,troopers hill,grassland-carpark,2011-Chamerion angustifolium-troopers hill-unbagged-29,unbagged,N,NA,NA,19/07/2011,10:30,2011,24,68,4,29,m,h,65.94026263,65.94026263
Chamerion angustifolium,troopers hill,grassland-carpark,2011-Chamerion angustifolium-troopers hill-unbagged-30,unbagged,N,NA,NA,19/07/2011,10:30,2011,24,68,4,30,m,h,0,0
Chamerion angustifolium,troopers hill,grassland-carpark,2011-Chamerion angustifolium-troopers hill-unbagged-31,unbagged,N,NA,NA,19/07/2011,10:30,2011,24,68,5,31,m,h,NA,NA
Chamerion angustifolium,troopers hill,grassland-carpark,2011-Chamerion angustifolium-troopers hill-unbagged-32,unbagged,N,NA,NA,19/07/2011,10:30,2011,24,68,5,32,m,h,0,0
Circaea lutetiana,ashton court,woodland-nature reserve,2011-Circaea lutetiana-ashton court-bag-1,bag,Y,29/06/2011,10:00,30/06/2011,10:00,2011,25,44,1,1,m,h,8.470167265,20.130314
Circaea lutetiana,ashton court,woodland-nature reserve,2011-Circaea lutetiana-ashton court-bag-10,bag,Y,29/06/2011,10:00,30/06/2011,10:00,2011,25,44,5,10,m,h,2.797653994,5.003804
Circaea lutetiana,ashton court,woodland-nature reserve,2011-Circaea lutetiana-ashton court-bag-2,bag,Y,29/06/2011,10:00,30/06/2011,10:00,2011,25,44,1,2,m,h,8.376941128,10.026702
Circaea lutetiana,ashton court,woodland-nature reserve,2011-Circaea lutetiana-ashton court-bag-3,bag,Y,29/06/2011,10:00,30/06/2011,10:00,2011,25,44,2,3,y,h,6.288311829,10.026702
Circaea lutetiana,ashton court,woodland-nature reserve,2011-Circaea lutetiana-ashton court-bag-4,bag,Y,29/06/2011,10:00,30/06/2011,10:00,2011,25,44,2,4,y,h,37.97249668,60.939992
Circaea lutetiana,ashton court,woodland-nature reserve,2011-Circaea lutetiana-ashton court-bag-5,bag,Y,29/06/2011,10:00,30/06/2011,10:00,2011,25,44,3,5,m,h,18.25116176,40.57254
Circaea lutetiana,ashton court,woodland-nature reserve,2011-Circaea lutetiana-ashton court-bag-6,bag,Y,29/06/2011,10:00,30/06/2011,10:00,2011,25,44,3,6,m,h,7.184349032,22.66835934
Circaea lutetiana,ashton court,woodland-nature reserve,2011-Circaea lutetiana-ashton court-bag-7,bag,Y,29/06/2011,10:00,30/06/2011,10:00,2011,25,44,4,7,m,h,14.03555285,22.66835934
Circaea lutetiana,ashton court,woodland-nature reserve,2011-Circaea lutetiana-ashton court-bag-8,bag,Y,29/06/2011,10:00,30/06/2011,10:00,2011,25,44,4,8,y,h,0,0
Circaea lutetiana,ashton court,woodland-nature reserve,2011-Circaea lutetiana-ashton court-bag-9,bag,Y,29/06/2011,10:00,30/06/2011,10:00,2011,25,44,5,9,o,h,NA,NA
Circaea lutetiana,brandon hill,woodland-nature reserve,2011-Circaea lutetiana-brandon hill-bag-12,bag,Y,6/7/11,13:00,7/7/11,12:30,2011,20,57,1,12,m,h,0,0
Circaea lutetiana,brandon hill,woodland-nature reserve,2011-Circaea lutetiana-brandon hill-bag-13,bag,Y,6/7/11,13:00,7/7/11,12:30,2011,20,57,1,13,y,h,0,0
Circaea lutetiana,brandon hill,woodland-nature reserve,2011-Circaea lutetiana-brandon hill-bag-14,bag,Y,6/7/11,13:00,7/7/11,12:30,2011,20,57,2,14,y,h,0,0
Circaea lutetiana,brandon hill,woodland-nature reserve,2011-Circaea lutetiana-brandon hill-bag-15,bag,Y,6/7/11,13:00,7/7/11,12:30,2011,20,57,2,15,m,h,0,0
Circaea lutetiana,brandon hill,woodland-nature reserve,2011-Circaea lutetiana-brandon hill-bag-16,bag,Y,6/7/11,13:00,7/7/11,12:30,2011,20,57,3,16,y,h,0,0
Circaea lutetiana,brandon hill,woodland-nature reserve,2011-Circaea lutetiana-brandon hill-bag-17,bag,Y,6/7/11,13:00,7/7/11,12:30,2011,20,57,3,17,m,h,0,0
Circaea lutetiana,brandon hill,woodland-nature reserve,2011-Circaea lutetiana-brandon hill-bag-18,bag,Y,6/7/11,13:00,7/7/11,12:30,2011,20,57,4,18,m,h,2.265542631,2.499523594
Circaea lutetiana,brandon hill,woodland-nature reserve,2011-Circaea lutetiana-brandon hill-bag-19,bag,Y,6/7/11,13:00,7/7/11,12:30,2011,20,57,4,19,y,h,5.897473443,7.512857906
Circaea lutetiana,brandon hill,woodland-nature reserve,2011-Circaea lutetiana-brandon hill-bag-20,bag,Y,6/7/11,13:00,7/7/11,12:30,2011,20,57,5,20,o,h,0,0
Circaea lutetiana,brandon hill,woodland-nature reserve,2011-Circaea lutetiana-brandon hill-bag-21,bag,Y,6/7/11,13:00,7/7/11,12:30,2011,20,57,5,21,m,h,12.25276167,12.54535297
Cirsium acaule,dolebury warren,heathland,2012-Cirsium acaule-dolebury warren-bag-1,bag,N,5/9/12,11:30,6/9/12,11:00,2012,11,27,1,1,m,h,55.85290508,55.85290508
Cirsium acaule,dolebury warren,heathland,2012-Cirsium acaule-dolebury warren-bag-10,bag,N,5/9/12,11:30,6/9/12,11:00,2012,11,27,5,10,m,h,21.94917875,21.94917875
Cirsium acaule,dolebury warren,heathland,2012-Cirsium acaule-dolebury warren-bag-2,bag,N,5/9/12,11:30,6/9/12,11:00,2012,11,27,1,2,m,h,70.88293084,70.88293084
Cirsium acaule,dolebury warren,heathland,2012-Cirsium acaule-dolebury warren-bag-3,bag,N,5/9/12,11:30,6/9/12,11:00,2012,11,27,2,3,m,h,39.78152844,39.78152844
Cirsium acaule,dolebury warren,heathland,2012-Cirsium acaule-dolebury warren-bag-4,bag,N,5/9/12,11:30,6/9/12,11:00,2012,11,27,2,4,m,h,82.40147227,82.40147227
Cirsium acaule,dolebury warren,heathland,2012-Cirsium acaule-dolebury warren-bag-5,bag,N,5/9/12,11:30,6/9/12,11:00,2012,11,27,3,5,m,h,81.54151821,81.54151821
Cirsium acaule,dolebury warren,heathland,2012-Cirsium acaule-dolebury warren-bag-6,bag,N,5/9/12,11:30,6/9/12,11:00,2012,11,27,3,6,m,h,53.88752542,53.88752542
Cirsium acaule,dolebury warren,heathland,2012-Cirsium acaule-dolebury warren-bag-7,bag,N,5/9/12,11:30,6/9/12,11:00,2012,11,27,4,7,m,h,154.6671056,154.6671056
Cirsium acaule,dolebury warren,heathland,2012-Cirsium acaule-dolebury warren-bag-8,bag,N,5/9/12,11:30,6/9/12,11:00,2012,11,27,4,8,m,h,88.91411225,88.91411225
Cirsium acaule,dolebury warren,heathland,2012-Cirsium acaule-dolebury warren-bag-9,bag,N,5/9/12,11:30,6/9/12,11:00,2012,11,27,5,9,m,h,14.66830209,14.66830209
Cirsium arvense,ashton court,woodland-carpark,2011-Cirsium arvense-ashton court-bag-12,bag,N,29/06/2011,10:00,30/06/2011,10:00,2011,25,44,1,12,y,f,118.2169511,119.5827071
Cirsium arvense,ashton court,woodland-carpark,2011-Cirsium arvense-ashton court-bag-13,bag,Y,29/06/2011,10:00,30/06/2011,10:00,2011,25,44,1,13,y,f,61.66298075,71.182869
Cirsium arvense,ashton court,woodland-carpark,2011-Cirsium arvense-ashton court-bag-14,bag,Y,29/06/2011,10:00,30/06/2011,10:00,2011,25,44,2,14,m,f,54.99865245,63.32997628
Cirsium arvense,ashton court,woodland-carpark,2011-Cirsium arvense-ashton court-bag-15,bag,Y,29/06/2011,10:00,30/06/2011,10:00,2011,25,44,2,15,m,f,19.27005153,22.57205497
Cirsium arvense,ashton court,woodland-carpark,2011-Cirsium arvense-ashton court-bag-16,bag,Y,29/06/2011,10:00,30/06/2011,10:00,2011,25,44,3,16,o,f,45.11989035,53.11789297
Cirsium arvense,ashton court,woodland-carpark,2011-Cirsium arvense-ashton court-bag-17,bag,Y,29/06/2011,10:00,30/06/2011,10:00,2011,25,44,3,17,o,f,0,0
Cirsium arvense,ashton court,woodland-carpark,2011-Cirsium arvense-ashton court-bag-18,bag,Y,29/06/2011,10:00,30/06/2011,10:00,2011,25,44,4,18,y,m,121.2713747,138.176797
Cirsium arvense,ashton court,woodland-carpark,2011-Cirsium arvense-ashton court-bag-19,bag,Y,29/06/2011,10:00,30/06/2011,10:00,2011,25,44,4,19,y,m,5.854268509,7.512857906
Cirsium arvense,ashton court,woodland-carpark,2011-Cirsium arvense-ashton court-bag-20,bag,Y,29/06/2011,10:00,30/06/2011,10:00,2011,25,44,5,20,m,m,123.5041384,125.631444
Cirsium arvense,ashton court,woodland-carpark,2011-Cirsium arvense-ashton court-bag-21,bag,Y,29/06/2011,10:00,30/06/2011,10:00,2011,25,44,5,21,m,m,8.894640339,20.130314
Cirsium arvense,brandon hill,grassland-nature reserve,2011-Cirsium arvense-brandon hill-bag-1,bag,N,14/06/2011,9:00,15/06/2011,11:20,2011,17,81,1,1,m,m,81.09654125,81.09654125
Cirsium arvense,brandon hill,grassland-nature reserve,2011-Cirsium arvense-brandon hill-bag-10,bag,N,14/06/2011,9:00,15/06/2011,11:20,2011,17,81,5,10,y,f,NA,NA
Cirsium arvense,brandon hill,grassland-nature reserve,2011-Cirsium arvense-brandon hill-bag-2,bag,N,14/06/2011,9:00,15/06/2011,11:20,2011,17,81,1,2,m,h,211.3452424,211.3452424
Cirsium arvense,brandon hill,grassland-nature reserve,2011-Cirsium arvense-brandon hill-bag-3,bag,N,14/06/2011,9:00,15/06/2011,11:20,2011,17,81,2,3,y,f,NA,NA
Cirsium arvense,brandon hill,grassland-nature reserve,2011-Cirsium arvense-brandon hill-bag-4,bag,N,14/06/2011,9:00,15/06/2011,11:20,2011,17,81,2,4,y,h,105.9255186,105.9255186
Cirsium arvense,brandon hill,grassland-nature reserve,2011-Cirsium arvense-brandon hill-bag-5,bag,N,14/06/2011,9:00,15/06/2011,11:20,2011,17,81,3,5,m,f,NA,NA
Cirsium arvense,brandon hill,grassland-nature reserve,2011-Cirsium arvense-brandon hill-bag-6,bag,N,14/06/2011,9:00,15/06/2011,11:20,2011,17,81,3,6,m,f,48.04258776,48.04258776
Cirsium arvense,brandon hill,grassland-nature reserve,2011-Cirsium arvense-brandon hill-bag-7,bag,N,14/06/2011,9:00,15/06/2011,11:20,2011,17,81,4,7,y,h,155.8299148,155.8299148
Cirsium arvense,brandon hill,grassland-nature reserve,2011-Cirsium arvense-brandon hill-bag-8,bag,N,14/06/2011,9:00,15/06/2011,11:20,2011,17,81,4,8,y,f,95.26634689,95.26634689
Cirsium arvense,brandon hill,grassland-nature reserve,2011-Cirsium arvense-brandon hill-bag-9,bag,N,14/06/2011,9:00,15/06/2011,11:20,2011,17,81,5,9,y,f,39.47096059,39.47096059
Cirsium palustre,ashton court,grassland-nature reserve,2011-Cirsium palustre-ashton court-bag-1,bag,N,11/7/11,10:00,12/7/11,11:30,2011,22,54,1,1,m,h,174.89987,174.89987
Cirsium palustre,ashton court,grassland-nature reserve,2011-Cirsium palustre-ashton court-bag-10,bag,N,11/7/11,10:00,12/7/11,11:30,2011,22,54,5,10,m,h,52.05052175,52.05052175
Cirsium palustre,ashton court,grassland-nature reserve,2011-Cirsium palustre-ashton court-bag-2,bag,N,11/7/11,10:00,12/7/11,11:30,2011,22,54,1,2,m,h,270.9693535,270.9693535
Cirsium palustre,ashton court,grassland-nature reserve,2011-Cirsium palustre-ashton court-bag-3,bag,N,11/7/11,10:00,12/7/11,11:30,2011,22,54,2,3,m,h,86.33929061,86.33929061
Cirsium palustre,ashton court,grassland-nature reserve,2011-Cirsium palustre-ashton court-bag-4,bag,N,11/7/11,10:00,12/7/11,11:30,2011,22,54,2,4,m,h,161.086732,161.086732
Cirsium palustre,ashton court,grassland-nature reserve,2011-Cirsium palustre-ashton court-bag-5,bag,N,11/7/11,10:00,12/7/11,11:30,2011,22,54,3,5,m,h,290.5426287,290.5426287
Cirsium palustre,ashton court,grassland-nature reserve,2011-Cirsium palustre-ashton court-bag-6,bag,N,11/7/11,10:00,12/7/11,11:30,2011,22,54,3,6,y,h,355.9583239,355.9583239
Cirsium palustre,ashton court,grassland-nature reserve,2011-Cirsium palustre-ashton court-bag-7,bag,N,11/7/11,10:00,12/7/11,11:30,2011,22,54,4,7,m,h,136.9516694,136.9516694
Cirsium palustre,ashton court,grassland-nature reserve,2011-Cirsium palustre-ashton court-bag-8,bag,N,11/7/11,10:00,12/7/11,11:30,2011,22,54,4,8,m,h,178.6864729,178.6864729
Cirsium palustre,ashton court,grassland-nature reserve,2011-Cirsium palustre-ashton court-bag-9,bag,N,11/7/11,10:00,12/7/11,11:30,2011,22,54,5,9,o,h,120.1744312,120.1744312
Cirsium palustre,westhay nature reserve,grassland-wetland,2012-Cirsium palustre-westhay nature reserve-bag-1,bag,N,10/7/12,12:00,11/7/12,12:15,2012,22,58,1,1,m,h,49.53624499,49.53624499
Cirsium palustre,westhay nature reserve,grassland-wetland,2012-Cirsium palustre-westhay nature reserve-bag-10,bag,N,10/7/12,12:00,11/7/12,12:15,2012,22,58,5,10,m,h,88.08732822,88.08732822
Cirsium palustre,westhay nature reserve,grassland-wetland,2012-Cirsium palustre-westhay nature reserve-bag-2,bag,N,10/7/12,12:00,11/7/12,12:15,2012,22,58,1,2,m,h,370.8909181,370.8909181
Cirsium palustre,westhay nature reserve,grassland-wetland,2012-Cirsium palustre-westhay nature reserve-bag-3,bag,N,10/7/12,12:00,11/7/12,12:15,2012,22,58,2,3,m,h,124.0077237,124.0077237
Cirsium palustre,westhay nature reserve,grassland-wetland,2012-Cirsium palustre-westhay nature reserve-bag-4,bag,N,10/7/12,12:00,11/7/12,12:15,2012,22,58,2,4,m,h,102.7934352,102.7934352
Cirsium palustre,westhay nature reserve,grassland-wetland,2012-Cirsium palustre-westhay nature reserve-bag-5,bag,N,10/7/12,12:00,11/7/12,12:15,2012,22,58,3,5,m,h,462.7285863,462.7285863
Cirsium palustre,westhay nature reserve,grassland-wetland,2012-Cirsium palustre-westhay nature reserve-bag-6,bag,N,10/7/12,12:00,11/7/12,12:15,2012,22,58,3,6,m,h,405.6838588,405.6838588
Cirsium palustre,westhay nature reserve,grassland-wetland,2012-Cirsium palustre-westhay nature reserve-bag-7,bag,N,10/7/12,12:00,11/7/12,12:15,2012,22,58,4,7,m,h,118.3325089,118.3325089
Cirsium palustre,westhay nature reserve,grassland-wetland,2012-Cirsium palustre-westhay nature reserve-bag-8,bag,N,10/7/12,12:00,11/7/12,12:15,2012,22,58,4,8,m,h,468.7525014,468.7525014
Cirsium palustre,westhay nature reserve,grassland-wetland,2012-Cirsium palustre-westhay nature reserve-bag-9,bag,N,10/7/12,12:00,11/7/12,12:15,2012,22,58,5,9,m,h,305.1832078,305.1832078
Cirsium vulgare,ashton court,woodland-carpark,2011-Cirsium vulgare-ashton court-bag-12,bag,Y,2/8/11,11:00,3/8/11,10:00,2011,27,56,1,12,m,h,0,0
Cirsium vulgare,ashton court,woodland-carpark,2011-Cirsium vulgare-ashton court-bag-13,bag,Y,2/8/11,11:00,3/8/11,10:00,2011,27,56,1,13,m,h,35.27263302,35.36913431
Cirsium vulgare,ashton court,woodland-carpark,2011-Cirsium vulgare-ashton court-bag-14,bag,Y,2/8/11,11:00,3/8/11,10:00,2011,27,56,2,14,m,h,40.02010983,65.9821175
Cirsium vulgare,ashton court,woodland-carpark,2011-Cirsium vulgare-ashton court-bag-15,bag,Y,2/8/11,11:00,3/8/11,10:00,2011,27,56,2,15,m,h,0,0
Cirsium vulgare,ashton court,woodland-carpark,2011-Cirsium vulgare-ashton court-bag-16,bag,Y,2/8/11,11:00,3/8/11,10:00,2011,27,56,3,16,m,h,193.9349657,258.8486881
Cirsium vulgare,ashton court,woodland-carpark,2011-Cirsium vulgare-ashton court-bag-17,bag,Y,2/8/11,11:00,3/8/11,10:00,2011,27,56,3,17,m,h,133.9107239,181.276957
Cirsium vulgare,ashton court,woodland-carpark,2011-Cirsium vulgare-ashton court-bag-18,bag,Y,2/8/11,11:00,3/8/11,10:00,2011,27,56,4,18,m,h,329.6524929,287.9358698
Cirsium vulgare,ashton court,woodland-carpark,2011-Cirsium vulgare-ashton court-bag-19,bag,Y,2/8/11,11:00,3/8/11,10:00,2011,27,56,4,19,m,h,67.0745144,89.93976191
Cirsium vulgare,ashton court,woodland-carpark,2011-Cirsium vulgare-ashton court-bag-20,bag,Y,2/8/11,11:00,3/8/11,10:00,2011,27,56,5,20,m,h,278.7201547,385.157808
Cirsium vulgare,ashton court,woodland-carpark,2011-Cirsium vulgare-ashton court-bag-21,bag,Y,2/8/11,11:00,3/8/11,10:00,2011,27,56,5,21,m,h,4.556418159,12.52622559
Cirsium vulgare,troopers hill,grassland-park,2011-Cirsium vulgare-troopers hill-bag-1,bag,Y,25/07/2011,9:30,26/07/2011,10:30,2011,23,98,1,1,m,h,26.00028076,81.225194
Cirsium vulgare,troopers hill,grassland-park,2011-Cirsium vulgare-troopers hill-bag-10,bag,Y,25/07/2011,9:30,26/07/2011,10:30,2011,23,98,5,10,m,h,115.047157,146.678256
Cirsium vulgare,troopers hill,grassland-park,2011-Cirsium vulgare-troopers hill-bag-2,bag,Y,25/07/2011,9:30,26/07/2011,10:30,2011,23,98,1,2,m,h,73.60132688,157.788092
Cirsium vulgare,troopers hill,grassland-park,2011-Cirsium vulgare-troopers hill-bag-3,bag,Y,25/07/2011,9:30,26/07/2011,10:30,2011,23,98,2,3,m,h,67.80921605,107.2716785
Cirsium vulgare,troopers hill,grassland-park,2011-Cirsium vulgare-troopers hill-bag-4,bag,Y,25/07/2011,9:30,26/07/2011,10:30,2011,23,98,2,4,m,h,32.4124489,97.050699
Cirsium vulgare,troopers hill,grassland-park,2011-Cirsium vulgare-troopers hill-bag-5,bag,Y,25/07/2011,9:30,26/07/2011,10:30,2011,23,98,3,5,m,h,65.57832308,102.151308
Cirsium vulgare,troopers hill,grassland-park,2011-Cirsium vulgare-troopers hill-bag-6,bag,Y,25/07/2011,9:30,26/07/2011,10:30,2011,23,98,3,6,m,h,0,0
Cirsium vulgare,troopers hill,grassland-park,2011-Cirsium vulgare-troopers hill-bag-7,bag,Y,25/07/2011,9:30,26/07/2011,10:30,2011,23,98,4,7,m,h,10.09409769,15.030506
Cirsium vulgare,troopers hill,grassland-park,2011-Cirsium vulgare-troopers hill-bag-8,bag,Y,25/07/2011,9:30,26/07/2011,10:30,2011,23,98,4,8,m,h,5.254319093,12.52622559
Cirsium vulgare,troopers hill,grassland-park,2011-Cirsium vulgare-troopers hill-bag-9,bag,Y,25/07/2011,9:30,26/07/2011,10:30,2011,23,98,5,9,m,h,51.32185613,115.6341439
Cirsium vulgare,troopers hill,dwarf shrub heath,2011-Cirsium vulgare-troopers hill-unbagged-23,unbagged,N,NA,NA,26/07/2011,11:00,2011,23,98,1,23,m,h,NA,NA
Cirsium vulgare,troopers hill,dwarf shrub heath,2011-Cirsium vulgare-troopers hill-unbagged-24,unbagged,N,NA,NA,26/07/2011,11:00,2011,23,98,2,24,m,h,16.32498912,16.32498912
Cirsium vulgare,troopers hill,dwarf shrub heath,2011-Cirsium vulgare-troopers hill-unbagged-25,unbagged,N,NA,NA,26/07/2011,11:00,2011,23,98,3,25,m,h,0,0
Cirsium vulgare,troopers hill,dwarf shrub heath,2011-Cirsium vulgare-troopers hill-unbagged-26,unbagged,N,NA,NA,26/07/2011,11:00,2011,23,98,4,26,m,h,0,0
Cirsium vulgare,troopers hill,dwarf shrub heath,2011-Cirsium vulgare-troopers hill-unbagged-27,unbagged,N,NA,NA,26/07/2011,11:00,2011,23,98,5,27,y,h,0,0
Cirsium vulgare,troopers hill,dwarf shrub heath,2011-Cirsium vulgare-troopers hill-unbagged-28,unbagged,N,NA,NA,26/07/2011,11:00,2011,23,98,6,28,y,h,0,0
Cirsium vulgare,troopers hill,dwarf shrub heath,2011-Cirsium vulgare-troopers hill-unbagged-29,unbagged,N,NA,NA,26/07/2011,11:00,2011,23,98,7,29,m,h,0,0
Cirsium vulgare,troopers hill,dwarf shrub heath,2011-Cirsium vulgare-troopers hill-unbagged-30,unbagged,N,NA,NA,26/07/2011,11:00,2011,23,98,8,30,m,h,56.56301756,56.56301756
Cirsium vulgare,troopers hill,dwarf shrub heath,2011-Cirsium vulgare-troopers hill-unbagged-31,unbagged,N,NA,NA,26/07/2011,11:00,2011,23,98,9,31,m,h,0,0
Cirsium vulgare,troopers hill,dwarf shrub heath,2011-Cirsium vulgare-troopers hill-unbagged-32,unbagged,N,NA,NA,26/07/2011,11:00,2011,23,98,10,32,m,h,0,0
Clematis vitalba,ashton court,woodland-carpark,2011-Clematis vitalba-ashton court-bag-12,bag,Y,2/8/11,11:00,3/8/11,11:30,2011,26,59,1,12,m,h,96.06546493,342.8997398
Clematis vitalba,ashton court,woodland-carpark,2011-Clematis vitalba-ashton court-bag-13,bag,Y,2/8/11,11:00,3/8/11,11:30,2011,26,59,1,13,m,h,82.05580929,138.2158595
Clematis vitalba,ashton court,woodland-carpark,2011-Clematis vitalba-ashton court-bag-14,bag,Y,2/8/11,11:00,3/8/11,11:30,2011,26,59,2,14,o,h,39.5848625,62.58330953
